91,,,,-3,671056,False,2,3,0,1.4481,2.3783,5.1797,6,93.7,2363,Four-Seam Fastball
92,671056,,,-3,676475,True,0,0,0,1.91,2.03,5.06,14,84.4,1547,Splitter
93,671056,,,-3,676475,True,1,0,0,2.279,1.0198,4.8786,11,84.5,1432,Splitter
94,671056,,,-3,676475,True,2,0,0,2.02,2.3851,4.8825,11,89.1,2429,Cutter
95,671056,,,-3,676475,True,3,0,0,1.3079,3.0772,4.9564,14,92.1,2321,Four-Seam Fastball
96,676475,671056,,-3,691026,False,0,0,0,1.95,2.08,5.1,6,93.3,2182,Sinker
97,676475,671056,,-3,691026,False,1,0,0,2.7678,2.3967,5.4531,5,93.8,2298,Sinker
98,676475,671056,,-3,691026,False,1,1,0,2.1293,2.672,5.4623,9,82.7,1570,Splitter
99,676475,671056,,-3,691026,False,1,2,0,2.3227,2.3432,5.0063,2,93.2,2366,Four-Seam Fastball
100,672279,671056,,-3,687363,True,0,0,1,1.91,1.96,5.0,6,90.0,2459,Cutter
101,687363,,671056,-3,680977,True,0,0,2,1.9,2.1,4.97,2,89.5,2518,Cutter
102,687363,,671056,-3,680977,True,0,1,2,1.9662,3.3928,5.1834,14,79.3,2638,Curveball
103,687363,,671056,-3,680977,True,1,1,2,2.7111,1.1519,4.8403,14,83.5,1383,Splitter
104,687363,,671056,-3,680977,True,2,1,2,2.4456,1.2854,4.8935,12,92.3,2371,Four-Seam Fastball
105,687363,,671056,-3,680977,True,3,1,2,2.5616,2.2897,5.0562,5,94.2,2496,Four-Seam Fastball
106,687363,,671056,-3,680977,True,3,2,2,2.4507,2.3338,5.1392,11,93.8,2536,Four-Seam Fastball
0,,,,0,665833,True,0,0,0,1.93,2.04,5.06,1,96.5,2344,Four-Seam Fastball
1,,,,0,665833,True,0,1,0,1.5106,3.691,5.608,6,96.4,2342,Four-Seam Fastball
2,,,,0,665833,True,0,2,0,2.3764,3.0292,5.6342,5,97.0,2463,Four-Seam Fastball
